itemID,adminYear,Grade,Subject,Cycle,Released,inScaling,mainSurBlock,Key,maxPoints,codDomainXScaling,itemLabel,contentDomain2015,mainTopic2015,Topic,T15Bullet,Objective,a_est,a_se,b_est,b_se,c_est,c_se,d1_est,d1_se,d2_est,d2_se
M031088,2011,4,M,3,Yes,Yes,M07,C,1,Applying,Jamie is playing a board game,Geometric Shapes and Measures,"Points, Lines and Angles",G1,4,G14,0.738,0.052,-0.784,0.118,0.183,0.045,,,,
M051224,2011,4,M,5,No,Yes,M08,A,1,Knowing,Shape with a right angle,Geometric Shapes and Measures,"Points, Lines and Angles",G1,3,G13,1.267,0.149,0.422,0.077,0.358,0.032,,,,
M041135,2011,4,M,4,No,Yes,M09,A,1,Knowing,A pair of parallel lines,Geometric Shapes and Measures,"Points, Lines and Angles",G1,2,G12,0.525,0.052,-1.023,0.257,0.282,0.072,,,,
M051236,2011,4,M,5,No,Yes,M10,X,1,Applying,In what square is the treasure,Geometric Shapes and Measures,"Points, Lines and Angles",G1,4,G14,0.753,0.045,-0.157,0.045,,,,,,
M051061Z,2011,4,M,5,No,Yes,M10,X,1,Knowing,Unit of length (derived),Geometric Shapes and Measures,"Points, Lines and Angles",G1,1,G11,0.579,0.041,0.479,0.059,,,,,,
M041267,2011,4,M,4,No,Yes,M11,X,1,Applying,Draw line with given specification,Geometric Shapes and Measures,"Points, Lines and Angles",G1,2,G12,0.454,0.027,0.738,0.058,,,,,,
M051217,2011,4,M,5,No,Yes,M12,X,1,Knowing,Length of the line in cm,Geometric Shapes and Measures,"Points, Lines and Angles",G1,1,G11,0.931,0.053,0.569,0.04,,,,,,
M051079,2011,4,M,5,No,Yes,M12,X,1,Applying,Draw angle less than right angle,Geometric Shapes and Measures,"Points, Lines and Angles",G1,3,G13,0.798,0.047,0.418,0.043,,,,,,
M041132,2011,4,M,4,No,Yes,M13,B,1,Applying,How many tiles long the snake is,Geometric Shapes and Measures,"Points, Lines and Angles",G1,1,G11,0.394,0.051,0.75,0.18,0.143,0.046,,,,
M051216A,2011,4,M,5,No,Yes,M14,A,1,Applying,Street parallel to Green Street,Geometric Shapes and Measures,"Points, Lines and Angles",G1,2,G12,1.086,0.116,0.482,0.072,0.211,0.032,,,,
M051216B,2011,4,M,5,No,Yes,M14,B,1,Knowing,Perpendicular to Apple Street,Geometric Shapes and Measures,"Points, Lines and Angles",G1,2,G12,0.672,0.106,-0.539,0.316,0.389,0.093,,,,
M031271,2007,4,M,3,Yes,Yes,M01,X,1,Knowing,The square is cut into 7 pieces,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.646,0.045,-1.783,0.107,,,,,,
M041330,2007,4,M,4,Yes,Yes,M02,C,1,Applying,Perimeter of the rectangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.714,0.08,-0.029,0.128,0.198,0.046,,,,
M041173,2007,4,M,4,Yes,Yes,M02,C,1,Knowing,Shape after 90 degree rotation,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.775,0.11,1.086,0.094,0.152,0.028,,,,
M041300A,2007,4,M,4,Yes,Yes,M02,X,1,Applying,Make a 4Xsided figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,1.032,0.055,0.015,0.034,,,,,,
M041300B,2007,4,M,4,Yes,Yes,M02,X,1,Applying,Make a 6Xsided figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,1.136,0.06,-0.088,0.032,,,,,,
M041300C,2007,4,M,4,Yes,Yes,M02,X,1,Reasoning,Another 6Xsided figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.989,0.056,0.337,0.037,,,,,,
M041300D,2007,4,M,4,Yes,Yes,M02,X,1,Reasoning,Make a 7Xsided figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,1.054,0.06,0.547,0.038,,,,,,
M031041,2007,4,M,3,Yes,Yes,M03,X,1,Applying,Triangular tiles to cover the figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.859,0.048,0.064,0.039,,,,,,
M031274,2007,4,M,3,Yes,Yes,M03,X,1,Applying,Draw the reflection of the shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.841,0.049,-0.547,0.048,,,,,,
M041164,2007,4,M,4,Yes,Yes,M04,A,1,Knowing,Line of symmetry ,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.757,0.076,-0.626,0.155,0.232,0.057,,,,
M041146,2007,4,M,4,Yes,Yes,M04,X,1,Applying,Draw other 2 sides of a rectangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.709,0.043,-0.568,0.055,,,,,,
M041152,2007,4,M,4,Yes,Yes,M04,C,1,Applying,Area of the fence to be painted,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,1.253,0.135,0.674,0.059,0.229,0.024,,,,
M041258A,2007,4,M,4,Yes,Yes,M04,X,1,Reasoning,Similarity in the two given shapes,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.849,0.048,-0.323,0.043,,,,,,
M041258B,2007,4,M,4,Yes,Yes,M04,X,1,Reasoning,Difference in the two given shapes,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.687,0.043,0.278,0.048,,,,,,
M031219,2007,4,M,3,Yes,Yes,M05,B,1,Knowing,Area of rectangular paper vs L shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.512,0.093,0.732,0.204,0.238,0.057,,,,
M031085,2007,4,M,3,Yes,Yes,M05,A,1,Knowing,Length of side AB in figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.856,0.115,0.656,0.1,0.267,0.035,,,,
M031038,2007,4,M,3,Yes,Yes,M07,D,1,Knowing,"Rita, Ina, and Lana arrange 3 tiles",Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.798,0.073,-0.758,0.131,0.189,0.051,,,,
M031006,2007,4,M,3,Yes,Yes,M07,B,1,Knowing,Least number of tiles to cover floor,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.732,0.075,-0.923,0.177,0.243,0.063,,,,
M031330,2007,4,M,3,Yes,Yes,M07,X,1,Knowing,List the shapes that are triangles,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.543,0.041,-1.862,0.129,,,,,,
M031351,2007,4,M,3,Yes,Yes,M07,D,1,Applying,Which could fold into a 3XD figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.779,0.079,0.182,0.095,0.154,0.036,,,,
M031083,2011,4,M,3,Yes,Yes,M01,D,1,Knowing,Pieces of cardboard to make shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.884,0.06,-0.566,0.091,0.212,0.039,,,,
M031071,2011,4,M,3,Yes,Yes,M01,B,1,Knowing,Position of shape after a 1/2 turn,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.881,0.071,0.615,0.058,0.168,0.023,,,,
M051015,2011,4,M,5,Yes,Yes,M02,X,1,Applying,Complete Jay's shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.61,0.04,0.179,0.051,,,,,,
M051123,2011,4,M,5,Yes,Yes,M02,B,1,Knowing,Lines of symmetry complex figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.576,0.103,0.806,0.175,0.193,0.058,,,,
M041143,2011,4,M,4,Yes,Yes,M03,X,2,Knowing,Identify shapes in the picture,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.304,0.009,-0.683,0.045,,,-2.121,0.113,2.121,0.105
M041158,2011,4,M,4,Yes,Yes,M03,C,1,Applying,Number of boxes in the stack,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.759,0.057,-0.462,0.111,0.223,0.042,,,,
M041328,2011,4,M,4,Yes,Yes,M03,X,1,Applying,Draw reflection of the triangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.797,0.033,-0.439,0.033,,,,,,
M041155,2011,4,M,4,Yes,Yes,M03,C,1,Applying,How far does Ruth walk,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.855,0.057,0.069,0.064,0.14,0.027,,,,
M041284,2011,4,M,4,Yes,Yes,M03,X,2,Reasoning,Identify the shapes,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.689,0.025,0.643,0.026,,,0.495,0.036,-0.495,0.045
M051407,2011,4,M,5,No,Yes,M04,A,1,Applying,Shape made of triangle & rectangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.842,0.09,0.033,0.114,0.174,0.048,,,,
M051410,2011,4,M,5,No,Yes,M04,D,1,Knowing,Statements about the triangles,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.946,0.113,0.697,0.078,0.188,0.031,,,,
M051059,2011,4,M,5,No,Yes,M04,X,1,Applying,Reflection of the given shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.769,0.049,-1.229,0.073,,,,,,
M051093,2011,4,M,5,No,Yes,M04,B,1,Reasoning,Perimeter of the given shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.694,0.091,0.537,0.12,0.137,0.046,,,,
M031297,2011,4,M,3,Yes,Yes,M05,X,1,Applying,Shaded area in square centimeters,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.816,0.034,0.503,0.031,,,,,,
M031159,2011,4,M,3,Yes,Yes,M05,A,1,Knowing,Rotate the shape 1/4 clockwise,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.994,0.064,-0.401,0.071,0.201,0.032,,,,
M041327,2011,4,M,4,Yes,Yes,M06,X,1,Applying,Draw the line of symmetry ,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.579,0.028,0.021,0.038,,,,,,
M041148,2011,4,M,4,Yes,Yes,M06,X,2,Knowing,Statement about 3XD figures,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.379,0.017,-0.115,0.038,,,0.366,0.07,-0.366,0.066
M041265,2011,4,M,4,Yes,Yes,M06,D,1,Reasoning,Relating net with its 3XD figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.772,0.059,0.657,0.056,0.102,0.021,,,,
M031093,2011,4,M,3,Yes,Yes,M07,D,1,Knowing,Which dotted line is of symmetry,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.519,0.072,0.674,0.166,0.27,0.046,,,,
M051502,2011,4,M,5,No,Yes,M08,D,1,Reasoning,Rule to sort the shapes,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.83,0.113,1.114,0.084,0.141,0.029,,,,
M051207,2011,4,M,5,No,Yes,M08,B,1,Knowing,Shape with 2 kinds of symmetry,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.807,0.139,0.783,0.136,0.37,0.042,,,,
M051427,2011,4,M,5,No,Yes,M08,C,1,Applying,Find the perimeter of the triangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.946,0.108,0.62,0.079,0.182,0.033,,,,
M051533,2011,4,M,5,No,Yes,M08,X,1,Reasoning,How many books will fill the box,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,1.07,0.057,0.038,0.033,,,,,,
M041257,2011,4,M,4,No,Yes,M09,X,1,Knowing,Statements about a rectangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.709,0.031,0.435,0.034,,,,,,
M041268,2011,4,M,4,No,Yes,M09,B,1,Applying,What is the length of side A,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,1.66,0.127,0.95,0.032,0.193,0.012,,,,
M041151,2011,4,M,4,No,Yes,M09,C,1,Reasoning,Shape makes a cube when folded,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.566,0.055,-0.408,0.183,0.248,0.054,,,,
M041264,2011,4,M,4,No,Yes,M09,A,1,Applying,What is the area of the triangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.649,0.066,0.371,0.113,0.241,0.037,,,,
M051060,2011,4,M,5,No,Yes,M10,D,1,Knowing,Which shape has symmetry,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.412,0.077,0.251,0.342,0.048,0.101,,,,
M051129,2011,4,M,5,No,Yes,M10,B,1,Reasoning,Solid with the largest volume,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.641,0.081,-0.317,0.21,0.17,0.075,,,,
M041169,2011,4,M,4,No,Yes,M11,A,1,Knowing,Shape and its reflection,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.879,0.061,0.022,0.067,0.176,0.028,,,,
M041333,2011,4,M,4,No,Yes,M11,C,1,Applying,How many cubes are in the box,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.97,0.071,0.602,0.048,0.15,0.019,,,,
M041262,2011,4,M,4,No,Yes,M11,B,1,Applying,What is the area of the triangle,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,1.034,0.09,0.8,0.051,0.23,0.019,,,,
M051211,2011,4,M,5,No,Yes,M12,A,1,Reasoning,View of solid shape from above,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.707,0.084,-0.452,0.198,0.206,0.074,,,,
M051102,2011,4,M,5,No,Yes,M12,C,1,Applying,Area of the given rectangle ,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,1.488,0.151,0.648,0.05,0.228,0.022,,,,
M041254,2011,4,M,4,No,Yes,M13,D,1,Knowing,How many edges does the cube have,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.761,0.059,0.249,0.075,0.161,0.029,,,,
M041153,2011,4,M,4,No,Yes,M13,C,1,Applying,Perimeter of the compound figure,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,3,G23,0.911,0.061,0.085,0.061,0.161,0.026,,,,
M041165,2011,4,M,4,No,Yes,M13,X,2,Applying,Draw all the lines of symmetry,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.335,0.011,0.457,0.039,,,-1.297,0.086,1.297,0.091
M041302A,2011,4,M,4,No,Yes,M13,C,1,Knowing,What shape is made,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.728,0.05,-1.209,0.137,0.194,0.053,,,,
M041302B,2011,4,M,4,No,Yes,M13,X,1,Reasoning,What points did you connect,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.51,0.026,-0.592,0.051,,,,,,
M041302C,2011,4,M,4,No,Yes,M13,X,1,Reasoning,Draw a 6Xsided shape,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.922,0.036,-0.587,0.032,,,,,,
M051221,2011,4,M,5,No,Yes,M14,B,1,Knowing,Number of triangles needed,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,1,G21,0.54,0.068,-1.156,0.359,0.023,0.14,,,,
M051115,2011,4,M,5,No,Yes,M14,D,1,Reasoning,Shape that folds into a box,Geometric Shapes and Measures,Two and Three dimensional Shapes,G2,2,G22,0.388,0.081,1.476,0.188,0,0.062,,,,
M031286,2007,4,M,3,Yes,Yes,M01,X,1,Knowing,762 cars parked in 6 equal rows,Number,Whole numbers,N1,3,N13,0.929,0.051,0.177,0.037,,,,,,
M031106,2007,4,M,3,Yes,Yes,M01,X,1,Reasoning,Mano's missing digit,Number,Whole numbers,N1,3,N13,0.865,0.049,0.103,0.038,,,,,,
M031282,2007,4,M,3,Yes,Yes,M01,X,2,Reasoning,Number of boys and girls in a school,Number,Whole numbers,N1,4,N14,0.777,0.029,0.666,0.03,,,-0.849,0.068,0.849,0.075
M031335,2007,4,M,3,Yes,Yes,M01,C,1,Reasoning,Temperature increase at 9am,Number,Whole numbers,N1,4,N14,1.096,0.097,-0.213,0.078,0.208,0.036,,,,
M031068,2007,4,M,3,Yes,Yes,M01,X,1,Reasoning,"Time Don, Rob, Lynn to leave school",Number,Whole numbers,N1,4,N14,1.213,0.062,0.117,0.03,,,,,,
M031299,2007,4,M,3,Yes,Yes,M01,X,1,Applying,Water in bottle after pouring 250 ml,Number,Whole numbers,N1,4,N14,1.16,0.06,-0.169,0.032,,,,,,
M031301,2007,4,M,3,Yes,Yes,M01,X,1,Applying,Al wanted to weigh his cat,Number,Whole numbers,N1,4,N14,0.992,0.055,-0.838,0.047,,,,,,
M041014,2007,4,M,4,Yes,Yes,M02,D,1,Knowing,Arranging numbers in order,Number,Whole numbers,N1,2,N12,0.668,0.063,-1.178,0.173,0.178,0.06,,,,
M041039,2007,4,M,4,Yes,Yes,M02,B,1,Applying,Number of tables needed,Number,Whole numbers,N1,3,N13,0.776,0.086,-0.074,0.125,0.234,0.046,,,,
M041278,2007,4,M,4,Yes,Yes,M02,X,1,Knowing,Multiply 53 and 26,Number,Whole numbers,N1,3,N13,0.432,0.036,0.294,0.073,,,,,,
M031235,2007,4,M,3,Yes,Yes,M03,X,1,Reasoning,Children share sweets equally,Number,Whole numbers,N1,4,N14,0.704,0.044,0.453,0.049,,,,,,
M031285,2007,4,M,3,Yes,Yes,M03,X,1,Reasoning,Alan and Fred went running,Number,Whole numbers,N1,4,N14,0.736,0.047,0.712,0.053,,,,,,
M031050,2007,4,M,3,Yes,Yes,M03,A,1,Applying,Ken measured length of a blackboard,Number,Whole numbers,N1,4,N14,1.278,0.147,0.648,0.063,0.275,0.025,,,,
M041052,2007,4,M,4,Yes,Yes,M04,B,1,Knowing,Representing number from word,Number,Whole numbers,N1,1,N11,0.837,0.082,-0.728,0.145,0.254,0.057,,,,
